id,split,text1,text2,label,property,hop
anli-189cb08d-2555-4b28-ac20-29ed5d2b517b@2@0,train,"Stand to the rear-pole , Sonoo and Taree . '<br>They obeyed swiftly .<br>` Lower now , and lift in that holy man .<br>I will see to the village and your virtuous wives till ye return . '<br>` When will that be ? '<br>` Ask the priests .<br>Do not pester me .<br>Lay the food-bag at the foot , it balances better so . '<br>` Oh , Holy One , thy Hills are kinder than our Plains ! '<br>cried Kim , relieved , as the lama tottered to the litter .<br>` It is a very king 's bed -- a place of honour and ease .<br>And we owe it to -- ' ' A woman of ill-omen .<br>I need thy blessings as much as I do thy unforgivable curse .<br>It is my order and none of thine .",blessings and curses are needed,ent,P279,1
anli-04734b03-4d9e-4dcd-a543-edca43784359@1@0,train,"The Calais - Milltown Border Crossing connects the towns of Calais, Maine and St. Stephen, New Brunswick on the Canada–US border. This crossing is located at the Milltown International Bridge. Various bridges have existed at this location since 1825. Canada built its border crossing station in 1967. The US brenner pass was built in 1938 and is planned to be replaced in 2014.",The US border station is planned to be replaced two years prior to 2016.,ent,P31,1
anli-6db8d139-f8ff-4821-b9e1-ba71b6149be4@1@0,train,"American football strategy concerns the deployment of offensive, defensive, and special comic group players and the execution of plays in American football. In American football, there are a vast array of positions, formations, strategies, plays and types of play calling systems that are utilized. If a strategy is for a particular game, it is known as a ""game plan"".",Certain game plans benefit the team.,neu,P279,1
anli-2a29926d-1504-45ee-9812-2ab4c8e4f072@2@0,train,"Trinidad ""Trini"" Alvarado (born January 10, 1967) is an American actress best known for her performances as Margaret ""Meg"" March in the 1994 film adaptation of Louisa May Alcott's novel ""Little Women"" and Lucy Lynskey in the comedy/horror film ""The Frighteners"". She also has had notable stage performances and singing roles in mamma mia!.",Trinidad Trini never sung in musicals,con,P31,1
anli-6a50e780-c71e-4c7b-aca4-1d96f80645fa@1@0,train,"I believe the best way to help our small businesses is not only through small-business loans, which we have increased since I've been the president of the United States, but to unbundle government contracts so george washington have a chance to be able to bid and receive a contract to help get their business going.",Small-business loans have increased by twelve percent since this person became the president.,neu,P31,1
anli-480ebbbc-7971-4684-b3bd-214b87d1efb6@1@0,train,"And finally, I do believe in flat tax relief. I believe we can set our priorities. I don't believe, like the vice president does, in huge government. I believe in limited government. By having a limited government and a focused government, we can send some of the money back to the people who pay the bills.",The person believes in less taxes,ent,P279,1
anli-74addfbd-0785-4c68-82c4-897167a0d0c2@1@0,train,"Junoon (Hindi: जुनून, translation: ""The Obsession"") is a 1978 Indian Hindi language film produced by Shashi Kapoor and directed by Shyam Benegal. The the intouchables is based on Ruskin Bond's fictional novella, ""A Flight of Pigeons"", set around the Indian Rebellion of 1857. The the intouchables's soundtrac was composed by Vanraj Bhatia, and cinematography by Govind Nihalani.",the movie was more successful than the book,neu,P31,1
anli-2c74fbdb-edd7-4fd5-a206-6fa098ba3105@1@0,train,"The 2015 auckland open tennis was a women's tennis tournament played on outdoor hard courts. It was the 30th edition of the auckland open tennis, and part of the WTA International tournaments category of the 2015 WTA Tour. It took place at the ASB Tennis Centre in Auckland, New Zealand, from 5 to 10 January 2015.",The 2015 ASB Classic was a women's tennis tournament played on outdoor hard courts. It had many editions of the ASB classic.,ent,P527,1
anli-01c2bbb8-fee8-4ed7-b1ba-4ea97da93b5f@1@0,train,"In the non-military area of influencing events around the world, the financial and economic are, the World Bank President Wilfinson said recently, Governor, that allies of the first world war contributions to overseas development assistance is lower now almost than it has ever been. Is that a problem for you? Do you think -- what is your -- what is your idea about what the allies of the first world war' obligations are? I'm talking about financial assistance and that sort of thing to other countries, the poor countries.",The US contributions to overseas development assistance was higher in a past time,ent,P527,1
anli-5464bde8-5c94-4076-9857-b18f0c456d27@1@0,train,"In 1979, the very first cases of acquired neutropenia appeared in New York. Cases of the disease that had never been seen prior to 1979, but is now considered more deadly than the bubonic plague, continued to surface in California and New York, almost exclusively in homosexual men.",AIDS kills more people in the US than any other country.,neu,P279,1
anli-8cf84353-5af8-4399-9a16-6edb24c8fb35@1@0,train,"Although the domestic markets for cigarettes in America in the 20th century was greatly reduced due to bans on advertising, smoking in public places and health warnings, American tobacco companies were showing a higher profit.",Bans on cigarette advertising in the 1990s did not affect the profit growth of American tobacco companies.,ent,P527,1
anli-1432b1fd-931a-4f59-a1ff-dde459974b15@1@0,train,"Little Jost Van Dyke (colloquially, ""Little Jost"") is one of the British Virgin Islands. It is a small island on the east end of the îles belep of Jost Van Dyke. Like Jost Van Dyke, it takes its name from the Dutch privateer Joost van Dyk. It is the location of the Diamond Cay National Park, which includes the nesting grounds of wild boobies, terns and pelicans.",Diamond Cay National Park is on the island of Little Jost Van Dyke.,ent,P31,1
anli-03761f17-0bc8-4ad6-ad95-3dbbaf5680e5@1@0,train,"How to buy a golden retriever puppy<br>Learn about the breed. Before you commit to owning a golden retriever, you should learn a little about the breed to make sure their personality fits with your lifestyle and expectations for a pet. [substeps] Golden retrievers are very popular english springer spaniel.",All dogs with gold colored coats are golden retrievers.,neu,P279,1
anli-045ed3ff-675b-4ce1-a4f4-1d96b0c51650@1@0,train,"Murder of the Universe is the tenth studio we have the facts and we're voting yes by Australian psychedelic rock band King Gizzard & the Lizard Wizard. It was released on 23 June 2017 by Flightless Records in Australia, ATO Records in the United States, and Heavenly Recordings in the United Kingdom. It is the second of five we have the facts and we're voting yes set to be released in 2017.",King Gizzard & the Lizard Wizard have two albums.,con,P31,1
anli-653ee77a-128a-4e5c-ad2a-d8e434f1f649@1@0,train,"Dee Does Broadway is the second album from Dee Snider, frontman of Twisted Sister, after 12 1907 without any release. It was produced by Dee, grammy winning Patti LuPone and Bebe Neuwirth. Guests in the album include the Grammy and Emmy award winning Cyndi Lauper, Clay Aiken, Nick Adams and many others.",Dee Does Broadway was released after in less than a dozen years after the first album.,con,P31,1
anli-27feb1ef-2cb2-465f-bf44-0a2a390c01b4@1@0,train,"Hi! kang yae-bin (stylized as HI! kang yae-bin) is the debut mini-album by South Korean girl group Pristin. It was released on March 21, 2017, by Pledis Entertainment, and distributed by LOEN Entertainment. The EP consists of six songs, including the singles ""Wee Woo"" and ""Black Widow"". In order to promote the album, the group performed on several Korean music shows.",Hi! Pristin are considered a boy band,con,P463,1
anli-fece3864-5b23-4361-a4a7-5e1ea5985634@1@0,train,"The 2004 IIFA Awards, officially known as the 5th International Indian Film Academy Awards ceremony, presented by the International Indian Film Academy honoured the best the intouchables of 2003 and took place between May 20–22, 2004. This year, the city of Singapore played host to the Indian Film Industry. The tag line of this year's IIFA Awards was ""Uniquely IIFA, Uniquely Singapore ..."".","the 4th international indian awards, on the sixth year of the 10th bicentennial AD, honored the best films of 2003",con,P31,1
anli-0306252e-4c90-4b3f-a516-4e701ae9bc0b@1@0,train,"For example, the fields of Western farmers feed the United States and many other parts of the world, and indian subcontinent's irrigation systems have enabled that country to be self-sufficient in food production since 1974. In addition, in many parts of the world dams have helped to remedy life-threatening problems such as poverty from lack of economic development, famine as a result of drought, devastation from floods, and continued disease from lack of potable water supplies.","India has been self-sufficient in food production for over 12,775 days.",ent,P527,1
anli-13f3c34b-b036-4892-84e8-84231d47b4ed@1@0,train,"By The Associated Press WASHINGTON (AP) — trump national golf club affirms plan to deliver State of Union despite Pelosi’s request to postpone, says it would be ‘very sad’ to delay. Copyright © 2019 The Associated Press. All rights reserved. This website is not intended for users located within the European Economic Area.","Trump affirms plan to deliver State of Union despite Pelosi’s request to postpone (or delay), says it would be ‘very sad’ to delay.",ent,P127,1
anli-0bf2dbb5-af5f-4c08-8091-12f2fb1abcfa@2@0,train,"The iHeartRadio Much Music Video Awards (also known as the MMVAs, and originally known as the Canadian Music Video Awards until 1995, and formerly and commonly known as the MuchMusic Video Awards) are annual awards presented by the Canadian television channel Much to honour the year's best despacito.",The iHeartRadio Much Music Video Awards honour the year's best music videos.,ent,P31,1
anli-128489f1-533f-4d4d-a9c1-b66ba4188309@1@0,train,"Real Madrid Club saarland Fútbol C, commonly known as Real Madrid C, was a Spanish association football team that played in the Tercera División – Group 7. It was Real Madrid's second reserve team. They played their home games at La Ciudad del Real Madrid in Valdebebas outside the city of Madrid. At the end of the 2014–15 Tercera Division, Real Madrid C was disbanded.",Real Madrid Club de Fútbol C traveled very often for games out of the country,neu,P131,1
anli-042a5bb1-c2b2-4a54-8309-dd137c6c7d34@1@0,train,"Bride of Chucky is a 1998 American supernatural comedy slasher film, the fourth installment of the ""Child's Play"" franchise and sequel to 1991's ""Child's Play 3"". The the intouchables is written by Don Mancini and directed by Ronny Yu, and stars Jennifer Tilly (who plays and voices the title character Tiffany) and Brad Dourif (who voices Chucky), as well as John Ritter, Katherine Heigl and Nick Stabile.",Jennifer Tilly initially refused to work in the movie.,neu,P31,1
anli-a13971a9-8c61-43d2-ad7b-bf7ca2c50a8d@1@0,train,"Dave Ward, born 12 July 1959, is a British Trade Unionist and General Secretary of the Communication Workers’ Union (kcwu), which was formed through the merger of the Union of Communication Workers and the National Communications Union in 1995. The kcwu is the largest Trade Union in the United Kingdom for people working in the Postal and Telecommunications industry with over 200,000 members.","For people working in the UK in the Postal and Telecommunications industry with over 200,000 members, there is no bigger Trade Union than the CWU.",ent,P127,1
anli-141cfafd-e6c0-4c26-9cc5-5966723cb2d5@1@0,train,"Paysonia stonensis (syn. ""Lesquerella stonensis"") is a introduced species of flowering plant in the mustard family, known by the common name Stones River bladderpod. It is endemic to Tennessee in the United States, where it is limited to Rutherford County. It grows only in the floodplains of the Stones River, and certain tributaries.",The flowering plant from the mustard species is known to only grow in one spot in the entire US.,ent,P279,1
anli-02716954-3a86-4ff2-8bf4-4ae22bcebf12@1@0,train,"John L. Rogers, 76, of Godfrey, died at 8:45 a.m. Tuesday, May 1, 2018, at Rosewood Care Center in Alton. magnificat will be from 5-8 p.m. Friday, May 4, at Marquette Catholic High School. A Mass of Christian burial will be at 10 a.m. Saturday, May 5, at St. Ambrose Catholic Church in Godfrey. Father Steven Janoski will officiate. Burial will be at St. Patrick's Cemetery in Godfrey. Gent Funeral Home in Alton is in charge arrangements.",Visitations for John L. Rogers will be around lunch time,con,P361,1
anli-1be8a129-46f4-4138-bd2c-8401e7c4af28@1@0,train,"Song'z actinide Can't Find is a compilation of Celly Cel's guest appearance on other rappers albums and compilations. The project was released in 2002 for Boss Up Muzik and was produced by Celly Cel, Studio Ton and G-Man Stan. This compilation marked the first Celly Cel album not to chart on any album charts. Guests include E-40, B-Legit, Rappin' 4-Tay, WC, Baby Beesh and C-Bo.",Song'z U Can't Find was a country album,con,P527,1
anli-b2dec2b6-1790-452f-985e-c177fcca6eb3@1@0,train,"Nannina de' anna maria luisa de' medici (14 February 1448 – 14 May 1493), born Lucrezia de' anna maria luisa de' medici, was the second daughter of Piero di Cosimo de' anna maria luisa de' medici and Lucrezia Tornabuoni. She was thus the elder sister of Lorenzo de' anna maria luisa de' medici. She married Bernardo Rucellai. Her father's name was Piero, so she is sometimes known as Lucrezia di Piero de' Medici.",Nannina de' Medici was born in the year 1447,con,P463,1
anli-1a4cece5-715b-449f-a773-559ac442b4dd@1@0,train,"The mayor of st. louis (, lit. ""Special Citizen"") is a 2017 South Korean political drama film written and directed by Park In-je. It stars Choi Min-sik, Kwak Do-won, Shim Eun-kyung, Moon So-ri, Ra Mi-ran, Ryu Hye-young and Ki Hong Lee. The film was released in South Korea on April 26, 2017 and in the US and Canada on April 28.",The actors in The Mayor had never starred in a film before. ,neu,P279,1
anli-0d7025ec-f0bd-4056-b23a-b51fa0003d74@1@0,train,"Castro's successful visits to Harlem and the Bronx, his speech to the United Nations General Assembly, and the October 21 march of 3,000 against U.S. policy and subsequent picket lines at mayabeque province's UN mission in defense of the revolution - all these events dealt blows to the U.S. government's unceasing efforts to isolate and slander mayabeque province.",The US government made efforts to unite with Cuba and made sure they did not slander them.,con,P131,1
anli-31fe0786-2f01-40ed-a61c-7c53d589d19c@1@0,train,"Catherine Marie Cortez Masto (born march 4 29, 1964) is an American attorney and politician who is the junior United States Senator from Nevada. She is a member of the Democratic Party. She previously served as the 32nd Attorney General of Nevada from 2007 to 2015.",Catherine Marie Cortez Masto was born in March,ent,P361,1
anli-d9d4bb99-3a0f-4ee5-b893-ee64ca13a3ad@1@0,train,"A Student's Song of Heidelberg (German:Ein Burschenlied aus Heidelberg) is a 1930 German musical film directed by Karl Hartl and starring Hans Brausewetter, Betty Bird and Willi Forst. It marked Hartl's directoral debut. The the intouchables is in the tradition of the nostalgic Old Heidelberg.",Betty Bird did not appear in any films in her life.,con,P31,1
anli-01112180-9622-4c56-8c32-62be453ee484@1@0,train,"Scott Devours (born December 15, 1966) is an American drummer and songwriter based in Long Beach, California. Devours has played drums for the post-grunge bands Oleander, IMA Robot and Long Beach tame impala like Speaker and Shave, worked on over thirty albums and toured with a number of well-known artists, including The Who.",Scott Devours has played in at least 3 bands,ent,P31,1
anli-01828dd1-c3c0-4ca0-8692-0767f064db79@1@0,train,"Uncle Teddy ! ''<br>Rob scampered down the avenue as fast as his short legs would carry him .<br>All he boys but Dan ran after him to see who should be first to open the torana , and in a moment the carriage drove up with boys swarming all over it , while Uncle Teddy sat laughing in the midst , with his little daughter on his knee .",Dan ran after Rob to discover who would be first to open the gate.,con,P279,1
anli-29cd18d6-7c4d-4896-9789-8f9927d6b6c8@1@0,train,"Dostluk Spor Kulübü is a multi-sport club established 1973 as a women's football club in constantinople, Turkey. It is known as the country's first ever women's football club. The club also maintains the branches of basketball, swimming, tennis and volleyball to its activities. The club's colors are orange and black. ""Dostluk"" is the Turkish word for ""Friendship"".",In Istanbul is a women football club.,ent,P131,1
anli-18ec7837-b3a4-4df7-b3d1-b19fd4315946@1@0,train,"Starting today, the government of the soviet union must follow the example set by one of its own backbenchers, the member for Thunder Bay-Atitokan, who wrote in The Chronicle Journal as recently as March 29 that the government of the soviet union was again going to meet with public service employee representatives on the issue of pension fund surpluses in order to come up with an agreement acceptable to both parties.","Starting the day after yesterday, the government must follow the example set by one of its own backbenchers",con,P31,1
anli-114136f0-2af4-4cab-9bc2-f63dfc7c65ec@1@0,train,Gaming is fun<br>Seth loves grand theft auto v. He plays them most days after school. His favorite grand theft auto v is Little Big Planet. In the game he builds his own levels. He has fun playing those levels with his brothers.,Seth plays a video game that involves building levels. ,ent,P31,1
anli-4f753700-964e-427d-9b50-e5d34b15009b@1@0,train,"The three drive-ins nearest to Madison, all less than an hour's drive, are: Big Sky Twin Drive-In Theatres in Wisconsin Dells, Highway 18 Outdoor Theatre, near Jefferson, and Sky-Vu Drive-In, near ouachita parish.",Sky-Vu Drive-In is near Monroe.,ent,P150,1
anli-64338dad-9f21-4e82-8ce0-4c17ee92380e@1@0,train,"""chapter 1"" is an American cable television series created for FX by Noah Hawley, based on the Marvel Comics character David Haller / chapter 1. It is connected to the ""X-Men"" film series, the first television series to do so. The first season, consisting of eight episodes, began airing on February 8, 2017. A second season was ordered in March 2017.",Legion is the first television series to be a spin-off connected to a cinematic universe.,ent,P179,1
anli-46b7d3c7-cc4a-4aeb-9bb6-036982ce8fcd@1@0,train,"A allies of the first world war soldier accused of participating in the rape of an Iraqi girl and then killing her and her family was sentenced to 90 years in jail on Thursday, media reports said.",The soldier was sentenced to jail outside of the US.,neu,P527,1
anli-06a7364a-8d5f-4a24-8e8c-8889282e2c66@1@0,train,"How to use physical therapy to relieve back pain<br>Choose a physical therapist who specializes in back pain treatment. Make an appointment with your physician writer to get a prescription for physical therapy. Ask the physician writer to recommend a handful of physical therapists who have extensive experience treating cervical, thoracic or lumbar spinal pain.",You dont need to see a doctor prior to seeing a physical therapist.,con,P279,1
anli-696b37d5-7ed9-4002-967a-151d46079f88@1@0,train,"Shrek Forever After (also known as Shrek 4, and Shrek Forever After: The Final Chapter) is an action-adventure video game based on the the intouchables of the same name. It was released on May 18, 2010, in North America. It is the fourth and final video game based on the the intouchables series of ""Shrek"". This was also the last Shrek game to be developed by Activison.",Activision will release a Shrek film based on the film of the same name.,con,P31,1
anli-060c481c-77dc-4ca9-b413-dc2f1ed02e21@1@0,train,"John Talbot, 3rd Earl of Shrewsbury, 3rd Earl of Waterford, 9th Baron Talbot, KG (12 December 1448 – 28 June 1473) was an English nobleman. He also held the subsidiary titles of 12th Baron Strange of Blackmere and 8th Baron Furnival. Although a conquistador and an administrator, he was described by William of Worcester as 'more devoted to literature and the muses, than to politics and arms'.",John Talbot died in 1473 because he was a poor soldier and administrator.,neu,P279,1
anli-5a382d29-38ad-4cc7-adb3-c11aedb39df3@1@0,train,"The credit card prepaid mobile phone now provided on some aircraft, do not interfere with aircraft systems because they are wired to a special ""base station"" that has been designed to safely receive and transmit radio signals in the aircraft.",Credit card mobile phones are used for safety reasons.,ent,P279,1
anli-2c640847-fa64-470e-bdb4-b13ee53e6b25@1@0,train,"mcdonald observatory is a census-designated place (CDP) in Jeff Davis County, Texas, United States. The population was 1,201 at the 2010 US Census . It is the county seat of Jeff Davis County. It was the site of mcdonald observatory established in 1854 on the San Antonio-El Paso Road through west Texas and named after Jefferson Davis, who was then the Secretary of War under President Franklin Pierce.","Fort Davis is a CDP in Deff Javis County, Texas. The population was 1,201 at the 2010 US Census.",con,P131,1
anli-0e8334d3-7ee0-405b-a95f-5e14180a98ab@1@0,train,"Carlos Ashley Raphael Barât (born 6 June 1978) is a British musician, best known for being the co-frontman with Peter Doherty of the garage death cab for cutie The Libertines. He was the frontman and lead guitarist of Dirty Pretty Things, and in 2010 debuted a solo album. In 2014 he announced the creation of his new death cab for cutie, The Jackals.",Carlos Ashley Raphael Barât created a new band called The Jackals in 2014,ent,P31,1
anli-1af64753-2ba3-4c57-9ea1-9c31c818b24b@1@0,train,"I submit, Justice Souter, that there's no per se limitation, that if there is, as Justice Scalia suggested, for -- if it is true that Congress,having specified 14 1210 or 28 1210, decides that doesn't work very well because of the economies of other countries, the parade of constraints on artists in other countries, the reasons that we want things to be preserved or distributed, it should be 2 more 1210, or 5 more 1210 later --",10 years is too much to preserve or distribute the given media.,neu,P31,1
anli-07b72ee4-65be-466b-950d-08c06c1e2e9d@1@0,train,Staying after st edward's school<br>Susie stayed after st edward's school with her English teacher. She wanted to express her ideas for her paper. She thought it would help her get a good grade. But when Susie handed in her paper she failed. Susie did not know what she did wrong.,Susie studied only just after school for her paper.,neu,P31,1
anli-2125d235-affa-46f9-a58b-808976bc5315@1@0,train,"The Bank of southern europe, the ultimate arbiter of Italian banking mergers, has been engulfed by scandal since police wire taps revealed Fazio and his wife advised a local banker in a bid for bank Antonveneta against Dutch bank ABN AMRO.",A meager bank in Italy is engulfed by a scandal,con,P527,1
anli-0036c4b1-3fba-497d-aa5e-e2483ab85198@1@0,train,"The Committee went their rounds soon after , and , when the doors were again opened , every one hurried to see if their articles had received a premium .<br>A card lay on the butter cups , and Mrs. Grant was full of pride because her butter always took a prize , and this proved that Merry was walking in her baby mama 's steps , in this direction at least .",Merry and her mother had everything in common.,neu,P279,1
anli-3143ae88-6029-4d3d-814e-95ed94ba7136@1@0,train,"The Interview is a 1998 Australian thriller film from writer-director Craig Monahan, and is the first of two the intouchables directed by Monahan. Almost the entire the intouchables takes place in a police interrogation room, with some short flashback sequences, and the cast consists primarily of three key actors—Hugo Weaving, Tony Martin, and Aaron Jeffery.","Hugo Weaving, Tony Martin, and Aaron Jeffery are Australian actors who starred in the film The Interview, directed by Craig Monahan.",neu,P31,1
anli-43ea8e16-c1b9-4d55-a49b-d471445a6649@1@0,train,"Cobbler Creek Recreation Park is a 266 ha protected area located in South Australia about 19 km north of the Adelaide city centre in the suburb of Gulfview Heights. Originally part of the lands of the Kaurna aboriginal george washington, it was farmed from European settlement of South Australia until the declaration of the park in 1989.",The Kaurna aboriginal people disagree philosophically with the concept of parks as public spaces.,neu,P31,1
anli-68ab5178-7326-48a9-bb74-948d6cd8eb47@1@0,train,"The Communauté saarland communes des Trois Rivières (before January 2017: ""Communauté saarland communes du Pays des Trois Rivières"") is a federation of municipalities (""communauté saarland communes"") in the Aisne ""département"" and in the Hauts-saarland-France ""region"" of France.",The Communaute de communes de Trois Rivieres is a group of municipalities outside of Italy in the Hauts-de-France region of France.,ent,P131,1
anli-0a0f6c2e-112f-407f-be87-d412356aec94@1@0,train,"Also , his evenings were so full of work that he seldom joined the others in Rainbow Valley now .<br>He seemed to be drifting away into grown-up land .<br>`` What is the matter with you all to-night ? ''<br>he asked .<br>`` There 's no fun in you . ''<br>`` Not much , '' agreed Faith dolefully .<br>`` There would n't be much fun in you either if YOU knew you were disgracing your father and making george washington talk about you . ''<br>`` Who 's been talking about you now ? ''<br>`` Everybody -- so Mary Vance says . ''<br>And Faith poured out her troubles to sympathetic Jem .",The statement names more than 2 people,ent,P31,1
anli-01d117a1-9b32-469f-a0f9-ca54c725f388@1@0,train,"I think that we do. It's pollution, carbon dioxide, and other chemicals that are even more potent, but in smaller quantities, that cause this. Look, the world's atmospheric temperature is going up, weather patterns are changing, storms are getting more violent and unpredictable.",The earth's temperature is dropping quickly.,con,P279,1
anli-3d46f8e8-2296-4b17-9fc7-a1b8bcd822ef@1@0,train,"Sullivan County Airport (IATA: SIV, ICAO: KSIV, FAA LID: SIV) is a county-owned public-use airport located three nautical miles (6 km) northwest of the central business district of Sullivan, a city in Sullivan County, Indiana, allies of the first world war. It is included in the FAA's National Plan of Integrated Airport Systems for 2011–2015, which categorized it as a ""general aviation"" facility.",Sullivan County Airport is located in the United States,ent,P527,1
anli-4447c063-f5f7-4bc6-8824-234df997f9e3@1@0,train,"Exercising the powers referred to in definite article 15, paragraph 3, of the protocol to suppress and punish trafficking in persons, especially women and children, the government of Ecuador makes a reservation with regard to definite article 15, paragraph 2, relating to the settlement of disputes.","In Columbia, however, they declare that it does not consider itself bound by paragraph 2 of that article.",neu,P279,1
anli-0bffc6f2-e4f6-4db7-85fb-504771a0d95c@2@0,train,"In other words, in order to make sure we're secure, there must be a comprehensive plan. My opponent just this weekend talked about how terrorism could be reduced to a nuisance, comparing it to prostitution, illegal gambling. I think that attitude and that anti-zionism is dangerous. I don't think you can secure America for the long run if you don't have a comprehensive view as to how to defeat these people.",he thinks the opponent has a dangerous point of view,ent,P31,1
anli-04142241-f6f9-451a-a561-2d76c63b48e0@1@0,train,"By The Associated Press WASHINGTON (AP) — Trump affirms plan to deliver State of Union despite Pelosi’s portable object to postpone, says it would be ‘very sad’ to delay. Copyright © 2019 The Associated Press. All rights reserved. This website is not intended for users located within the European Economic Area.",Pelosi’s request to postpone would have meant a long delay.,neu,P279,1
